SURVYEAR	NCESSCH	FIPST	LEAID	SCHNO	STID	SEASCH	LEANM	SCHNAM	PHONE	MSTREE	MCITY	MSTATE	MZIP	MZIP4	LSTREE	LCITY	LSTATE	LZIP	LZIP4	TYPE	STATUS	UNION	ULOCAL	LATCOD	LONCOD	CONUM	CONAME	CDCODE	BIES	RECONSTY	RECONSTF	SMEMPUP	ISMEMPUP	SFTEPUP	ISFTEPUP	SFLE	ISFLE	SPFEMALE	ISPFEMALE	SPWHITE	ISPWHITE	SPELM	ISPELM	FTE	GSLO	GSHI	PKOFFRD	KGOFFRD	G01OFFRD	G02OFFRD	G03OFFRD	G04OFFRD	G05OFFRD	G06OFFRD	G07OFFRD	G08OFFRD	G09OFFRD	G10OFFRD	G11OFFRD	G12OFFRD	UGOFFRD	LEVEL	TITLEISTAT	TITLEI	STITLI	MAGNET	CHARTR	SHARED	FRELCH	REDLCH	TOTFRL	PK	AMPKM	AMPKF	ASPKM	ASPKF	HIPKM	HIPKF	BLPKM	BLPKF	WHPKM	WHPKF	HPPKM	HPPKF	TRPKM	TRPKF	KG	AMKGM	AMKGF	ASKGM	ASKGF	HIKGM	HIKGF	BLKGM	BLKGF	WHKGM	WHKGF	HPKGM	HPKGF	TRKGM	TRKGF	G01	AM01M	AM01F	AS01M	AS01F	HI01M	HI01F	BL01M	BL01F	WH01M	WH01F	HP01M	HP01F	TR01M	TR01F	G02	AM02M	AM02F	AS02M	AS02F	HI02M	HI02F	BL02M	BL02F	WH02M	WH02F	HP02M	HP02F	TR02M	TR02F	G03	AM03M	AM03F	AS03M	AS03F	HI03M	HI03F	BL03M	BL03F	WH03M	WH03F	HP03M	HP03F	TR03M	TR03F	G04	AM04M	AM04F	AS04M	AS04F	HI04M	HI04F	BL04M	BL04F	WH04M	WH04F	HP04M	HP04F	TR04M	TR04F	G05	AM05M	AM05F	AS05M	AS05F	HI05M	HI05F	BL05M	BL05F	WH05M	WH05F	HP05M	HP05F	TR05M	TR05F	G06	AM06M	AM06F	AS06M	AS06F	HI06M	HI06F	BL06M	BL06F	WH06M	WH06F	HP06M	HP06F	TR06M	TR06F	G07	AM07M	AM07F	AS07M	AS07F	HI07M	HI07F	BL07M	BL07F	WH07M	WH07F	HP07M	HP07F	TR07M	TR07F	G08	AM08M	AM08F	AS08M	AS08F	HI08M	HI08F	BL08M	BL08F	WH08M	WH08F	HP08M	HP08F	TR08M	TR08F	G09	AM09M	AM09F	AS09M	AS09F	HI09M	HI09F	BL09M	BL09F	WH09M	WH09F	HP09M	HP09F	TR09M	TR09F	G10	AM10M	AM10F	AS10M	AS10F	HI10M	HI10F	BL10M	BL10F	WH10M	WH10F	HP10M	HP10F	TR10M	TR10F	G11	AM11M	AM11F	AS11M	AS11F	HI11M	HI11F	BL11M	BL11F	WH11M	WH11F	HP11M	HP11F	TR11M	TR11F	G12	AM12M	AM12F	AS12M	AS12F	HI12M	HI12F	BL12M	BL12F	WH12M	WH12F	HP12M	HP12F	TR12M	TR12F	UG	AMUGM	AMUGF	ASUGM	ASUGF	HIUGM	HIUGF	BLUGM	BLUGF	WHUGM	WHUGF	HPUGM	HPUGF	TRUGM	TRUGF	MEMBER	AM	AMALM	AMALF	ASIAN	ASALM	ASALF	HISP	HIALM	HIALF	BLACK	BLALM	BLALF	WHITE	WHALM	WHALF	PACIFIC	HPALM	HPALF	TR	TRALM	TRALF	TOTETH	VIRTUALSTAT	NSLPSTATUS	CHARTAUTH1	CHARTAUTH2
2013	240009000293	24	2400090	00293	30	300242	BALTIMORE CITY PUBLIC SCHOOLS	NORTHWOOD ELEMENTARY	4103966377	5201 LOCH RAVEN BLVD	BALTIMORE	MD	21239	3522	5201 LOCH RAVEN BLVD	BALTIMORE	MD	21239	3522	1	1	000	11	39.352500	-76.589500	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	35.00	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	2	2	534	58	592	92	0	0	0	0	2	0	50	39	0	1	0	0	0	0	112	0	0	0	0	3	1	57	50	1	0	0	0	0	0	100	0	0	0	0	1	1	53	45	0	0	0	0	0	0	99	0	0	0	0	0	0	56	42	0	1	0	0	0	0	87	0	0	0	0	0	0	51	34	0	1	1	0	0	0	95	0	0	0	0	1	1	46	45	1	0	0	1	0	0	93	1	0	0	0	0	1	42	49	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	678	1	1	0	0	0	0	11	7	4	659	355	304	5	2	3	2	1	1	0	0	0	678	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000296	24	2400090	00296	30	300163	BALTIMORE CITY PUBLIC SCHOOLS	PATAPSCO ELEMENTARY/MIDDLE	4103961400	844 ROUNDVIEW RD	BALTIMORE	MD	21225	1433	844 ROUNDVIEW RD	BALTIMORE	MD	21225	1433	1	2	000	11	39.246600	-76.624300	24510	BALTIMORE CITY	2402	2	2013	1	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	-2.00	PK	08	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	N	N	N	N	2	2	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	VIRTUALNO	M	N	N
2013	240009000297	24	2400090	00297	30	300405	BALTIMORE CITY PUBLIC SCHOOLS	PATTERSON HIGH	4103969276	100 KANE ST	BALTIMORE	MD	21224	1726	100 KANE ST	BALTIMORE	MD	21224	1726	3	1	000	11	39.292800	-76.537200	24510	BALTIMORE CITY	2403	2	2011	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	65.00	09	12	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	3	4	1	1	2	2	2	767	44	811	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	386	4	0	3	3	57	23	153	102	17	24	0	0	0	0	231	1	1	5	10	25	28	81	60	9	9	2	0	0	0	193	1	1	6	6	23	10	67	47	18	14	0	0	0	0	163	1	2	4	6	13	15	53	47	11	9	1	0	1	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	973	11	7	4	43	18	25	194	118	76	610	354	256	111	55	56	3	3	0	1	1	0	973	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000298	24	2400090	00298	30	300414	BALTIMORE CITY PUBLIC SCHOOLS	PAUL LAURENCE DUNBAR HIGH	4106424478	1400 ORLEANS STREET	BALTIMORE	MD	21231	1021	1400 ORLEANS ST	BALTIMORE	MD	21231	1021	1	1	000	11	39.295500	-76.598500	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	49.50	09	12	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	3	6	2	N	2	2	2	569	68	637	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	241	1	0	0	0	0	2	120	114	0	4	0	0	0	0	229	1	1	1	1	4	0	109	110	0	2	0	0	0	0	186	0	0	0	2	0	0	83	95	3	3	0	0	0	0	251	1	0	0	0	1	3	114	131	0	1	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	907	4	3	1	4	1	3	10	5	5	876	426	450	13	3	10	0	0	0	0	0	0	907	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000299	24	2400090	00299	30	300223	BALTIMORE CITY PUBLIC SCHOOLS	PIMLICO ELEMENTARY	4103960876	4849 PIMLICO RD	BALTIMORE	MD	21215	6040	4849 PIMLICO RD	BALTIMORE	MD	21215	6040	1	1	000	11	39.347800	-76.668000	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	24.50	PK	08	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	5	1	1	2	2	2	449	16	465	42	0	0	0	0	1	0	24	17	0	0	0	0	0	0	53	0	0	0	0	0	1	30	21	1	0	0	0	0	0	46	0	0	0	0	1	1	22	21	0	1	0	0	0	0	43	0	0	0	0	0	0	25	17	0	1	0	0	0	0	51	0	0	0	0	0	0	23	27	0	1	0	0	0	0	49	0	0	0	1	0	0	24	22	1	1	0	0	0	0	51	0	0	0	0	0	0	23	27	1	0	0	0	0	0	59	0	0	0	0	1	0	28	29	1	0	0	0	0	0	42	0	0	0	0	0	0	23	19	0	0	0	0	0	0	39	0	0	0	0	0	0	21	17	0	1	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	475	0	0	0	1	0	1	5	3	2	460	243	217	9	4	5	0	0	0	0	0	0	475	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000303	24	2400090	00303	30	300142	BALTIMORE CITY PUBLIC SCHOOLS	ROBERT W. COLEMAN ELEMENTARY	4103960764	2400 WINDSOR AVE	BALTIMORE	MD	21216	3229	2400 WINDSOR AVE	BALTIMORE	MD	21216	3229	1	1	000	11	39.313000	-76.655300	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	17.50	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	2	2	332	12	344	25	0	0	0	0	1	0	8	16	0	0	0	0	0	0	61	0	0	0	0	0	1	36	24	0	0	0	0	0	0	57	0	0	0	0	1	0	28	28	0	0	0	0	0	0	62	0	0	0	0	0	0	27	34	1	0	0	0	0	0	44	0	0	0	0	0	0	23	21	0	0	0	0	0	0	47	0	1	0	0	0	0	25	21	0	0	0	0	0	0	58	0	0	0	0	0	0	30	27	1	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	354	1	0	1	0	0	0	3	2	1	348	177	171	2	2	0	0	0	0	0	0	0	354	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000305	24	2400090	00305	30	300089	BALTIMORE CITY PUBLIC SCHOOLS	ROGNEL HEIGHTS ELEMENTARY/MIDDLE	4103960528	4300 SIDEHILL RD	BALTIMORE	MD	21229	1538	4300 SIDEHILL RD	BALTIMORE	MD	21229	1538	1	1	000	11	39.298000	-76.692500	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	15.50	PK	08	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	5	1	1	2	2	2	268	16	284	32	0	0	0	0	0	0	15	16	0	0	0	0	1	0	26	0	0	0	0	0	0	13	12	1	0	0	0	0	0	28	0	0	0	0	0	0	12	16	0	0	0	0	0	0	24	0	0	0	0	0	0	10	13	0	0	0	0	1	0	26	0	0	0	0	0	0	17	9	0	0	0	0	0	0	25	0	0	0	0	0	0	16	9	0	0	0	0	0	0	21	0	0	0	0	0	0	13	8	0	0	0	0	0	0	46	0	0	0	0	0	0	27	19	0	0	0	0	0	0	34	0	0	0	0	0	0	12	22	0	0	0	0	0	0	37	0	0	0	0	0	0	26	11	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	299	0	0	0	0	0	0	0	0	0	296	161	135	1	1	0	0	0	0	2	2	0	299	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000306	24	2400090	00306	30	300233	BALTIMORE CITY PUBLIC SCHOOLS	ROLAND PARK ELEMENTARY/MIDDLE	4103966420	5207 ROLAND AVE	BALTIMORE	MD	21210	1926	5207 ROLAND AVE	BALTIMORE	MD	21210	1926	1	1	000	11	39.357600	-76.634100	24510	BALTIMORE CITY	2403	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	69.30	PK	08	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	6	2	N	2	2	2	349	81	430	22	1	0	3	1	1	1	3	7	2	3	0	0	0	0	100	0	0	4	5	0	4	14	15	31	27	0	0	0	0	119	0	0	7	6	6	4	14	14	37	31	0	0	0	0	116	0	1	6	3	4	3	11	15	40	29	0	0	2	2	116	0	0	4	3	4	1	13	16	40	32	0	0	3	0	112	0	1	3	4	3	2	17	19	33	29	0	0	0	1	121	0	0	6	5	1	4	24	28	30	20	0	0	3	0	211	0	0	12	4	4	3	49	59	41	35	1	1	2	0	226	0	0	9	4	4	1	62	67	35	39	1	0	2	2	224	0	1	7	6	2	1	53	68	38	42	2	0	3	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1367	4	1	3	102	61	41	53	29	24	568	260	308	614	327	287	5	4	1	21	15	6	1367	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000307	24	2400090	00307	30	300063	BALTIMORE CITY PUBLIC SCHOOLS	ROSEMONT ELEMENTARY	4103960574	2777 PRESSTMAN ST	BALTIMORE	MD	21216	4025	2777 PRESSTMAN ST	BALTIMORE	MD	21216	4025	1	1	000	11	39.304300	-76.662700	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	26.50	PK	08	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	5	1	1	2	1	2	358	10	368	29	0	0	0	0	2	1	10	16	0	0	0	0	0	0	33	0	0	0	0	0	0	9	24	0	0	0	0	0	0	38	0	0	0	0	0	0	18	20	0	0	0	0	0	0	46	0	0	0	0	0	0	24	21	1	0	0	0	0	0	35	0	0	0	0	0	0	17	17	1	0	0	0	0	0	42	0	0	0	0	0	0	18	24	0	0	0	0	0	0	33	0	0	0	0	1	0	16	16	0	0	0	0	0	0	49	0	0	0	0	1	0	22	25	1	0	0	0	0	0	41	0	0	0	0	0	0	20	21	0	0	0	0	0	0	40	0	0	0	0	0	1	21	18	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	386	0	0	0	0	0	0	6	4	2	377	175	202	3	3	0	0	0	0	0	0	0	386	VIRTUALNO	NSLPWOPRO	2400090	M
2013	240009000309	24	2400090	00309	30	300122	BALTIMORE CITY PUBLIC SCHOOLS	THE HISTORIC SAMUEL COLERIDGE-TAYLOR ELEMENTARY	4103960783	507 W PRESTON ST	BALTIMORE	MD	21201		507 WEST PRESTON ST	BALTIMORE	MD	21201		1	1	000	11	39.298700	-76.626000	24510	BALTIMORE CITY	2407	2	2011	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	29.00	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	2	2	419	10	429	81	0	0	0	0	2	2	35	34	3	4	0	0	1	0	70	0	0	0	0	0	0	35	34	1	0	0	0	0	0	58	0	0	0	0	1	1	25	31	0	0	0	0	0	0	58	0	0	0	0	0	1	30	26	0	0	0	0	0	1	65	0	0	0	0	0	0	27	38	0	0	0	0	0	0	55	0	1	0	0	0	1	28	25	0	0	0	0	0	0	58	0	0	0	0	0	0	30	27	1	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	445	1	0	1	0	0	0	8	3	5	425	210	215	9	5	4	0	0	0	2	1	1	445	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000310	24	2400090	00310	30	300098	BALTIMORE CITY PUBLIC SCHOOLS	SAMUEL F. B. MORSE ELEMENTARY	4103961355	424 S PULASKI ST	BALTIMORE	MD	21223	2937	424 SOUTH PULASKI ST	BALTIMORE	MD	21223	2937	1	1	000	11	39.281800	-76.650500	24510	BALTIMORE CITY	2407	2	2011	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	18.00	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	2	2	337	3	340	43	0	0	0	0	0	0	20	20	2	1	0	0	0	0	55	0	0	0	0	0	0	20	23	6	6	0	0	0	0	63	0	1	0	0	2	2	29	21	5	2	0	0	0	1	52	0	0	0	0	0	0	20	19	7	5	0	0	1	0	58	0	0	0	0	3	0	27	17	4	7	0	0	0	0	42	0	0	0	0	1	0	22	12	4	3	0	0	0	0	41	0	0	0	0	0	0	20	18	2	1	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	354	1	0	1	0	0	0	8	6	2	288	158	130	55	30	25	0	0	0	2	1	1	354	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000312	24	2400090	00312	30	300073	BALTIMORE CITY PUBLIC SCHOOLS	SARAH M. ROACH ELEMENTARY	4103960511	3434 OLD FREDERICK RD	BALTIMORE	MD	21229	3825	3434 OLD FREDERICK RD	BALTIMORE	MD	21229	3825	1	1	000	11	39.282900	-76.674600	24510	BALTIMORE CITY	2407	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	12.00	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	2	2	230	12	242	22	0	0	0	1	0	1	10	10	0	0	0	0	0	0	37	0	0	0	0	0	0	18	16	1	2	0	0	0	0	40	0	0	1	0	1	1	19	18	0	0	0	0	0	0	45	0	1	0	0	0	1	16	24	0	2	1	0	0	0	47	0	0	0	0	1	0	18	25	2	1	0	0	0	0	30	0	0	0	0	1	0	10	18	1	0	0	0	0	0	24	0	0	0	0	0	0	17	7	0	0	0	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	245	1	0	1	2	1	1	6	3	3	226	108	118	9	4	5	1	1	0	0	0	0	245	VIRTUALNO	NSLPWOPRO	N	N
2013	240009000313	24	2400090	00313	30	300248	BALTIMORE CITY PUBLIC SCHOOLS	SINCLAIR LANE ELEMENTARY	4103969117	3880 SINCLAIR LN	BALTIMORE	MD	21213	2142	3880 SINCLAIR LN	BALTIMORE	MD	21213	2142	1	1	000	11	39.315100	-76.560800	24510	BALTIMORE CITY	2402	2	N	2	2	PS	2	PS	2	PS	2	PS	2	PS	2	PS	20.50	PK	05	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	5	1	1	2	2	2	326	16	342	42	0	0	1	2	0	0	18	19	1	1	0	0	0	0	47	0	0	2	0	1	1	17	24	1	1	0	0	0	0	65	0	0	2	2	1	2	24	34	0	0	0	0	0	0	47	0	0	3	0	0	0	23	21	0	0	0	0	0	0	46	0	0	1	1	0	0	20	24	0	0	0	0	0	0	62	0	0	1	4	2	0	24	30	1	0	0	0	0	0	50	0	0	0	0	1	0	23	24	1	0	0	1	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	359	0	0	0	19	10	9	8	5	3	325	149	176	6	4	2	1	0	1	0	0	0	359	VIRTUALNO	NSLPWOPRO	N	N
